Timestamp,AbsoluteLoad,AirFlowRate,AmbientTemp,BarometricPressure,CoolantTemp,EngineLoad,EngineOilTemp,FuelLevel,IntakeTemp,RPM,Speed,ThrottlePos
1676841681,50.98039215686274,26.21,13.0,80.0,89.0,82.74509803921569,81.0,65.09803921568627,13.0,2110.0,107.0,34.90196078431372
1676841682,23.137254901960784,14.030000000000001,13.0,80.0,89.0,39.21568627450981,81.0,63.529411764705884,13.0,2107.75,107.0,21.568627450980394
1676841684,28.235294117647058,17.2,13.0,80.0,90.0,41.1764705882353,81.0,64.31372549019608,13.0,2092.0,106.0,23.137254901960784
1676841685,52.15686274509804,26.78,13.0,80.0,90.0,77.25490196078431,81.0,63.529411764705884,13.0,2089.75,108.0,39.21568627450981
1676841686,62.745098039215684,40.82,13.0,80.0,90.0,90.98039215686275,81.0,63.13725490196079,13.0,2249.0,106.0,43.529411764705884
1676841687,46.666666666666664,30.01,13.0,80.0,90.0,67.45098039215686,82.0,65.49019607843137,13.0,2591.25,108.0,33.72549019607843
1676841688,35.294117647058826,21.26,13.0,80.0,89.0,51.372549019607845,82.0,63.92156862745098,13.0,2571.75,107.0,26.274509803921568
1676841690,40.78431372549019,20.01,13.0,80.0,89.0,60.0,82.0,64.31372549019608,13.0,2046.75,105.0,29.019607843137255
1676841691,11.372549019607844,4.89,13.0,80.0,89.0,19.215686274509803,82.0,64.70588235294117,13.0,1991.25,105.0,17.647058823529413
1676841692,26.666666666666668,13.0,13.0,80.0,89.0,40.3921568627451,82.0,63.92156862745098,13.0,1961.5,102.0,22.352941176470587
1676841693,32.15686274509804,14.57,13.0,80.0,89.0,47.05882352941177,82.0,64.31372549019608,13.0,1935.75,99.0,24.313725490196077
1676841694,49.80392156862745,23.42,13.0,80.0,89.0,72.94117647058823,82.0,63.92156862745098,13.0,1928.75,99.0,37.254901960784316
1676841696,53.72549019607843,25.37,13.0,80.0,89.0,74.11764705882354,82.0,66.27450980392157,13.0,1934.25,99.0,38.03921568627451
1676841697,60.78431372549019,29.12,13.0,80.0,89.0,90.58823529411765,82.0,63.529411764705884,13.0,1950.75,100.0,40.3921568627451
1676841698,58.8235294117647,28.12,13.0,80.0,89.0,87.45098039215686,82.0,64.31372549019608,13.0,1967.75,99.0,40.78431372549019
1676841699,55.294117647058826,27.09,13.0,80.0,89.0,84.31372549019608,82.0,65.09803921568627,13.0,1980.25,100.0,39.6078431372549
1676841700,42.35294117647059,19.5,13.0,80.0,89.0,66.27450980392157,83.0,63.13725490196079,13.0,1992.0,102.0,30.19607843137255
1676841702,41.1764705882353,23.73,13.0,80.0,89.0,57.64705882352941,83.0,66.66666666666667,13.0,1989.75,102.0,33.72549019607843
1676841703,59.6078431372549,29.26,13.0,80.0,89.0,84.31372549019608,83.0,64.70588235294117,13.0,2012.5,102.0,40.3921568627451
1676841704,65.09803921568627,40.65,13.0,80.0,89.0,94.90196078431373,83.0,63.529411764705884,13.0,2535.0,104.0,45.490196078431374
1676841705,63.92156862745098,40.67,13.0,80.0,89.0,93.72549019607843,83.0,63.529411764705884,13.0,2567.75,104.0,46.27450980392157
1676841706,42.745098039215684,26.18,13.0,80.0,88.0,62.745098039215684,83.0,69.41176470588235,13.0,2589.0,106.0,30.980392156862745
1676841708,63.529411764705884,40.79,13.0,80.0,88.0,92.94117647058823,83.0,63.13725490196079,13.0,2627.25,106.0,45.490196078431374
1676841709,50.98039215686274,31.93,13.0,80.0,88.0,75.68627450980392,83.0,62.35294117647059,13.0,2602.25,106.0,41.96078431372549
1676841710,52.549019607843135,33.39,13.0,80.0,88.0,76.07843137254902,83.0,62.35294117647059,13.0,2603.75,108.0,42.745098039215684
1676841711,61.568627450980394,39.92,13.0,80.0,88.0,88.23529411764706,83.0,65.49019607843137,13.0,2617.75,108.0,45.09803921568628
1676841713,64.31372549019608,41.4,13.0,80.0,88.0,94.11764705882354,83.0,63.92156862745098,13.0,2640.5,108.0,46.666666666666664
1676841714,63.92156862745098,41.68,13.0,80.0,88.0,92.94117647058823,83.0,64.31372549019608,13.0,2663.25,109.0,46.666666666666664
1676841715,50.588235294117645,33.37,13.0,80.0,87.0,81.96078431372548,83.0,63.13725490196079,13.0,2670.25,110.0,34.509803921568626
1676841716,34.90196078431372,19.03,13.0,80.0,87.0,50.19607843137255,83.0,65.49019607843137,13.0,2476.5,110.0,25.49019607843137
1676841717,14.117647058823529,4.6000000000000005,13.0,80.0,87.0,28.627450980392158,84.0,61.96078431372549,13.0,2100.75,108.0,17.254901960784313
1676841719,42.745098039215684,21.35,14.0,80.0,88.0,64.70588235294117,83.0,63.92156862745098,14.0,2077.25,107.0,30.19607843137255
1676841720,43.13725490196078,21.26,14.0,80.0,88.0,63.529411764705884,84.0,65.49019607843137,14.0,2053.0,106.0,31.372549019607842
1676841721,44.31372549019608,24.62,14.0,80.0,89.0,62.745098039215684,84.0,63.13725490196079,14.0,2025.75,105.0,32.15686274509804
1676841722,57.64705882352941,28.5,14.0,80.0,89.0,84.31372549019608,84.0,67.45098039215686,14.0,2021.0,103.0,40.3921568627451
1676841723,58.431372549019606,28.89,14.0,80.0,89.0,85.09803921568627,84.0,63.13725490196079,14.0,2014.75,103.0,40.78431372549019
1676841725,61.568627450980394,30.73,14.0,80.0,89.0,90.58823529411765,84.0,65.09803921568627,14.0,2003.0,103.0,41.568627450980394
1676841726,61.96078431372549,46.96,14.0,80.0,89.0,90.58823529411765,84.0,65.09803921568627,14.0,2860.0,102.0,47.450980392156865
1676841727,62.35294117647059,46.2,14.0,80.0,90.0,90.98039215686275,84.0,65.49019607843137,14.0,3048.25,102.0,48.23529411764706
